12456574,EHB      ,4/8/70,54:30.1,15.612,121.685,12.3,,,
12456576,EHB      ,4/8/70,23:58.0,15.462,121.752,27,,,
12456577,EHB      ,4/8/70,31:04.2,15.467,121.786,15,,,
12456578,EHB      ,4/8/70,33:51.7,15.543,121.837,12.9,,,
12456579,EHB      ,4/8/70,46:40.5,15.454,121.817,25.7,,,
12456580,EHB      ,4/8/70,07:43.9,15.375,121.905,57.6,,,
12456581,EHB      ,4/8/70,33:51.3,15.508,121.911,26.4,,,
12456582,EHB      ,4/8/70,47:11.0,15.445,121.702,28.1,,,
12456583,EHB      ,4/8/70,33:47.0,15.534,121.793,28,,,
12456585,EHB      ,4/9/70,24:57.9,15.901,121.918,43.6,,,
12456586,EHB      ,4/9/70,38:08.3,15.514,121.809,23.9,,,
12456588,EHB      ,4/9/70,43:29.5,15.517,121.683,25.3,,,
12456591,EHB      ,4/9/70,59:53.3,15.623,121.811,26.5,,,
12456593,EHB      ,4/10/70,01:20.5,15.658,121.721,67.9,,,
12456594,EHB      ,4/10/70,17:59.8,15.846,121.933,37,,,
12456597,EHB      ,4/10/70,04:30.0,15.762,121.757,44.2,,,
12456601,EHB      ,4/11/70,19:08.1,15.855,121.879,40,,,
12456602,EHB      ,4/11/70,33:02.7,15.619,121.74,67.6,,,
12456603,EHB      ,4/12/70,18:10.5,16.036,122.524,46.6,,,
12456605,EHB      ,4/12/70,01:44.4,15.102,122.021,15,,,
12456606,EHB      ,4/12/70,15:32.3,15.069,121.992,17.7,,,
12456607,EHB      ,4/12/70,16:57.9,15.221,122.007,24.1,,,
12456608,EHB      ,4/12/70,25:30.6,15.083,122.041,15,,,
12456609,EHB      ,4/12/70,26:38.6,15.135,122.228,18.1,,,
12456610,EHB      ,4/12/70,18:08.9,15.203,122.489,19.8,,,
12456611,EHB      ,4/12/70,28:00.0,15.053,121.914,86.5,,,
12456612,EHB      ,4/12/70,35:07.8,14.948,122.262,150.4,,,
12456613,EHB      ,4/12/70,03:50.8,15.095,122.266,35,,,
12456614,EHB      ,4/12/70,23:35.2,15.179,122.067,42.2,,,
12456615,EHB      ,4/12/70,29:56.8,15.137,122.001,18.8,,,
12456616,EHB      ,4/12/70,36:55.0,15.149,122.128,34.3,,,
12456618,EHB      ,4/12/70,58:26.2,15.167,122.003,19.2,,,
12456619,EHB      ,4/12/70,03:51.0,15.15,122.029,35,,,
12456620,EHB      ,4/12/70,16:03.4,15.063,122.493,21.5,,,
12456621,EHB      ,4/12/70,33:23.6,15.152,122.314,64.3,,,
12456623,EHB      ,4/12/70,01:49.2,15.094,121.972,44.3,,,
12456624,EHB      ,4/12/70,48:44.4,15.104,122.005,19.9,,,
12456626,EHB      ,4/12/70,55:41.9,15.035,122.378,23.1,,,
12456627,EHB      ,4/12/70,22:38.6,15.057,122.443,17.9,,,
12456628,EHB      ,4/12/70,33:48.7,14.917,122.032,28.1,,,
12456629,EHB      ,4/12/70,02:07.0,15.198,122.084,59.4,,,
12456631,EHB      ,4/12/70,52:06.7,15.258,122.392,9.5,,,
12456633,EHB      ,4/13/70,28:25.8,15.216,122.158,17.2,,,
12456634,EHB      ,4/13/70,52:03.1,15.399,121.779,52.5,,,
12456641,EHB      ,4/15/70,14:25.5,15.132,122.68,27.4,,,
12456642,EHB      ,4/15/70,24:30.3,15.117,122.779,21.9,,,
12456643,EHB      ,4/15/70,31:07.6,14.94,122.486,150.5,,,
12456645,EHB      ,4/15/70,21:08.8,15.185,122.637,25.7,,,
12456646,EHB      ,4/15/70,33:46.8,15.087,122.785,19.9,,,
12456654,EHB      ,4/17/70,31:05.9,15.014,122.743,30.8,,,
12456655,EHB      ,4/17/70,14:55.6,15.15,122.318,20.7,,,
12456656,EHB      ,4/17/70,33:59.6,14.949,122.386,19.9,,,
12456683,EHB      ,4/22/70,48:55.3,15.376,121.857,27.3,,,
12456691,EHB      ,4/23/70,24:24.4,15.14,122.633,48.5,,,
12456714,EHB      ,4/26/70,14:55.7,15.12,122.648,50.4,,,
12456716,EHB      ,4/27/70,22:57.6,15.041,122.125,35,,,
12456725,EHB      ,4/28/70,12:33.9,15.317,121.78,70.7,,,
12456726,EHB      ,4/28/70,29:14.7,15.51,122.466,54.4,,,
12456758,EHB      ,5/1/70,22:15.9,15.651,121.742,33.8,,,
12456771,EHB      ,5/2/70,17:49:04,15.189,122.622,21.1,,,
12456789,EHB      ,5/6/70,35:18.8,15.715,121.759,37.9,,,
12456849,EHB      ,5/16/70,17:06.9,14.292,119.212,14.8,,,
12456853,EHB      ,5/17/70,09:25.7,15.041,122.396,50.2,,,
12456869,EHB      ,5/19/70,25:54.3,15.191,121.565,47,,,
12456975,EHB      ,6/12/70,53:57.3,18.697,122.353,48.5,,,
12456994,EHB      ,6/16/70,09:15.4,15.122,121.99,15.9,,,
12457014,EHB      ,6/20/70,03:13.9,15.146,122.307,31.7,,,
12457043,EHB      ,6/25/70,36:53.3,15.78,122.088,21.5,,,
12457088,EHB      ,7/4/70,59:50.2,15.58,121.882,43.6,,,
12457286,EHB      ,8/20/70,10:58.1,15.582,121.769,18.9,,,
12457297,EHB      ,8/23/70,04:15.1,14.737,120.25,83.4,,,
12457309,EHB      ,8/26/70,11:55.5,18.048,120.458,49.4,,,
12457324,EHB      ,8/28/70,22:08.8,18.668,121.015,55.9,,,
12457583,EHB      ,10/22/70,46:26.7,16.142,119.204,48.2,,,
12457606,EHB      ,10/26/70,46:55.6,18.424,120.848,56.6,,,
12457643,EHB      ,11/3/70,12:13.4,18.457,120.858,40,,,
12457656,EHB      ,11/7/70,18:26.8,18.463,120.862,65.8,,,
12457732,EHB      ,11/21/70,19:42.5,15.003,120.094,61,,,
12457753,EHB      ,11/27/70,44:33.6,15.066,122.916,14.3,,,
12458591,EHB      ,4/29/71,46:48.7,18.153,120.801,51.9,,,
12458776,EHB      ,6/1/71,26:16.5,18.067,120.212,64.8,,,
12458843,EHB      ,6/15/71,27:34.3,18.056,119.45,29.8,,,
12458906,EHB      ,7/2/71,21:38.8,15.796,120.216,54.4,,,
12458927,EHB      ,7/4/71,30:53.3,15.602,121.781,33.3,,,
12458934,EHB      ,7/6/71,35:44.4,17.181,120.19,61.3,,,
12459072,EHB      ,7/20/71,34:11.7,15.329,120.239,21.6,,,
12459322,EHB      ,8/11/71,30:51.2,14.717,119.405,18.2,,,
12459746,EHB      ,10/27/71,27:18.5,17.437,120.079,33.8,,,
12459787,EHB      ,11/3/71,38:54.0,17.927,122.381,62.6,,,
12460204,EHB      ,2/1/72,13:26.4,18.031,123.363,52.9,,,
12460273,EHB      ,2/14/72,39:22.3,17.545,122.293,48.5,,,
12460351,EHB      ,2/29/72,00:48.1,18.033,120.4,50.7,,,
12460426,EHB      ,3/16/72,09:05.9,15.779,121.761,31.4,,,
12460588,EHB      ,4/13/72,03:48.7,18.073,120.497,75.2,,,
12460815,EHB      ,5/22/72,04:03.0,16.619,122.22,42.6,,,
12460816,EHB      ,5/22/72,11:12.0,16.705,122.295,13.1,,,
12460817,EHB      ,5/22/72,46:41.2,16.477,122.571,64.5,,,
12460818,EHB      ,5/22/72,29:22.8,16.437,122.331,42.5,,,
12460819,EHB      ,5/22/72,06:21.9,16.577,122.322,22.7,,,
12449589,EHB      ,5/22/72,24:46.1,16.54,122.261,51.6,,,
12460823,EHB      ,5/23/72,19:31.6,16.539,122.46,70.4,,,
12460829,EHB      ,5/23/72,51:28.2,16.706,122.274,61.4,,,
12460834,EHB      ,5/24/72,11:27.4,16.68,122.344,51.9,,,
12460841,EHB      ,5/25/72,47:26.8,16.523,122.471,28.9,,,
12460842,EHB      ,5/25/72,31:56.3,16.295,122.216,68.7,,,
12460871,EHB      ,6/1/72,31:13.6,16.724,122.335,14.2,,,
12460900,EHB      ,6/6/72,03:13.3,16.608,122.418,13,,,
12460937,EHB      ,6/12/72,19:47.7,16.624,122.457,43.8,,,
12461216,EHB      ,8/7/72,37:00.9,18.273,121.018,62.7,,,
12462212,EHB      ,1/7/73,42:10.5,17.324,120.036,52.6,,,
12462490,EHB      ,3/6/73,58:40.3,18.215,120.718,83.2,,,
12462643,EHB      ,4/3/73,56:43.3,15.974,119.619,36.1,,,
12462779,EHB      ,4/27/73,39:47.7,17.837,120.417,83.5,,,
12462837,EHB      ,5/10/73,46:40.6,15.972,119.411,52.1,,,
12463243,EHB      ,7/18/73,53:40.1,14.928,119.807,33,,,
12463371,EHB      ,8/6/73,15:32.3,18.26,120.955,9,,,
12463450,EHB      ,8/23/73,25:37.6,16.435,122.113,46.5,,,
12463522,EHB      ,9/10/73,53:02.8,14.825,119.767,46.8,,,
12463569,EHB      ,9/21/73,48:36.2,18.708,120.72,41.7,,,
12463596,EHB      ,9/25/73,24:35.6,18.187,120.6,91.3,,,
12463664,EHB      ,10/7/73,11:25.7,16.306,122.256,53.4,,,
12463665,EHB      ,10/7/73,20:45.2,16.283,122.325,91.8,,,
12463666,EHB      ,10/7/73,17:51.5,16.259,122.468,20.7,,,
12463675,EHB      ,10/9/73,44:59.6,16.385,122.488,29.3,,,
12463866,EHB      ,11/18/73,38:31.0,16.117,119.434,45.3,,,
12464191,EHB      ,1/17/74,44:09.2,16.809,119.942,59.3,,,
12464340,EHB      ,2/9/74,28:18.8,16.065,119.903,75.8,,,
12464503,EHB      ,3/22/74,58:35.0,17.105,119.995,55.6,,,
12464719,EHB      ,5/3/74,26:10.3,15.648,121.757,35.6,,,
12465002,EHB      ,6/20/74,40:06.7,18.396,120.987,16.7,,,
12465145,EHB      ,7/14/74,17:59.1,14.248,120.717,138.8,,,
12465349,EHB      ,8/15/74,04:56.8,18.448,120.795,61.4,,,
12465474,EHB      ,9/3/74,55:10.6,18.29,119.172,29.7,,,
12465475,EHB      ,9/3/74,59:41.4,18.346,119.228,18.2,,,
12465541,EHB      ,9/18/74,47:11.3,16.2,122.201,14.1,,,
12465775,EHB      ,11/3/74,29:12.8,15.059,122.608,51.4,,,
12465920,EHB      ,12/8/74,00:04.4,17.176,121.305,52.4,,,
12466486,EHB      ,4/3/75,26:45.4,17.066,120.303,76.1,,,
12466539,EHB      ,4/12/75,10:59.2,14.621,119.182,30.9,,,
12466666,EHB      ,4/30/75,22:49.9,18.49,120.984,24,,,
12466910,EHB      ,6/11/75,06:18.8,14.26,119.747,31.1,,,
12467523,EHB      ,10/5/75,45:36.0,14.205,121.957,36,,,
12467529,EHB      ,10/6/75,53:52.2,17.802,120.441,76.8,,,
12467862,EHB      ,12/6/75,13:13.3,17.465,119.655,18.7,,,
12467863,EHB      ,12/6/75,18:33.3,17.445,119.682,33.2,,,
12467865,EHB      ,12/6/75,58:36.7,17.431,119.73,29.7,,,
12467956,EHB      ,12/25/75,44:56.1,17.353,120.099,34.8,,,
12467998,EHB      ,12/31/75,09:00.8,16.184,121.885,37.6,,,
12468338,EHB      ,2/13/76,07:32.5,15.71,121.677,27.6,,,
12468808,EHB      ,5/18/76,08:49.0,14.964,119.83,46.7,,,
12468857,EHB      ,5/28/76,09:31.3,16.922,120.474,95.2,,,
12469018,EHB      ,6/23/76,22:15.6,17.103,121.959,108.5,,,
12469157,EHB      ,7/17/76,08:07.6,18.75,120.122,42.9,,,
12469461,EHB      ,9/4/76,11:15.3,16.014,119.46,47.8,,,
12469572,EHB      ,9/21/76,41:58.2,17.948,120.768,13.3,,,
12469789,EHB      ,11/1/76,07:15.5,15.755,120.919,186,,,
12469961,EHB      ,12/5/76,28:54.0,17.394,120.028,12.2,,,
12470121,EHB      ,1/8/77,41:04.9,15.375,121.897,28,,,
12470257,EHB      ,2/13/77,06:46.7,15.681,119.161,27.1,,,
12470258,EHB      ,2/13/77,07:16.2,15.712,119.196,34.9,,,
12470264,EHB      ,2/14/77,25:17.9,15.707,119.149,36.5,,,
12470305,EHB      ,2/23/77,35:06.3,17.495,120.151,60.5,,,
12470306,EHB      ,2/23/77,37:18.3,17.447,120.22,52.6,,,
12573963,EHB      ,3/18/77,00:20.6,16.26,122.501,237.1,,,
12470405,EHB      ,3/18/77,43:53.4,16.754,122.288,32,,,
12470406,EHB      ,3/18/77,16:34.2,16.778,122.421,32.2,,,
12470407,EHB      ,3/18/77,38:06.2,17.044,122.315,64.6,,,
12470408,EHB      ,3/18/77,57:41.2,16.822,122.456,42,,,
12470410,EHB      ,3/19/77,41:11.9,16.863,122.343,44.1,,,
12470411,EHB      ,3/19/77,51:19.1,16.909,122.361,67.7,,,
12470412,EHB      ,3/19/77,04:18.3,16.579,122.458,28.7,,,
12470413,EHB      ,3/19/77,23:13.0,16.626,122.263,67.3,,,
12470414,EHB      ,3/19/77,53:21.7,16.942,122.439,66.5,,,
12470416,EHB      ,3/19/77,02:45.7,17.13,122.448,45.2,,,
12470417,EHB      ,3/19/77,46:18.1,16.56,122.489,50.8,,,
12470418,EHB      ,3/19/77,22:32.6,16.667,122.523,18.1,,,
12470419,EHB      ,3/19/77,22:19.5,16.787,122.404,53.7,,,
12470422,EHB      ,3/19/77,17:03.5,16.703,122.377,18.1,,,
12470423,EHB      ,3/19/77,56:04.3,16.71,122.451,22.8,,,
12470424,EHB      ,3/19/77,00:27.4,16.759,122.373,42.4,,,
12470425,EHB      ,3/19/77,27:10.8,16.721,122.463,37.8,,,
12470426,EHB      ,3/19/77,30:55.2,16.675,122.422,40.8,,,
12470427,EHB      ,3/19/77,35:10.1,16.871,122.344,40.8,,,
12470430,EHB      ,3/20/77,39:14.4,16.213,122.053,58.8,,,
12470431,EHB      ,3/20/77,01:56.7,16.755,122.578,9,,,
12470432,EHB      ,3/20/77,24:58.1,16.835,122.501,15.3,,,
12470436,EHB      ,3/21/77,28:42.9,16.749,122.291,39.3,,,
12470440,EHB      ,3/21/77,05:35.9,16.666,122.404,41.2,,,
12470441,EHB      ,3/21/77,41:31.8,16.647,122.532,49.1,,,
12470449,EHB      ,3/22/77,31:28.0,16.575,122.333,42.5,,,
12470472,EHB      ,3/23/77,16:05.1,16.431,122.368,55.4,,,
12470481,EHB      ,3/24/77,33:38.4,16.71,122.366,59.5,,,
12470517,EHB      ,3/31/77,34:09.0,16.518,122.417,40.5,,,
12470604,EHB      ,4/19/77,09:16.0,15.001,122.594,48.8,,,
12470766,EHB      ,5/12/77,00:59.1,16.032,121.009,16.1,,,
12470774,EHB      ,5/13/77,06:45.8,18.529,120.354,87.8,,,
12470789,EHB      ,5/18/77,53:25.0,16.635,122.396,39.3,,,
12470806,EHB      ,5/21/77,35:23.7,15.648,120.814,191.6,,,
12470812,EHB      ,5/23/77,17:41.2,16.574,122.39,41.1,,,
12470817,EHB      ,5/24/77,20:30.5,16.684,122.362,54.2,,,
12470819,EHB      ,5/24/77,37:43.8,16.399,119.843,63,,,
12470824,EHB      ,5/25/77,41:04.5,18.676,120.329,97.4,,,
12471080,EHB      ,7/10/77,47:56.8,16.757,122.52,45.8,,,
12471108,EHB      ,7/16/77,38:00.3,14.855,119.844,53.8,,,
12471127,EHB      ,7/21/77,45:53.8,16.891,122.377,22,,,
12471128,EHB      ,7/21/77,23:37.0,17.129,122.541,45,,,
12471129,EHB      ,7/21/77,53:31.5,17.282,122.642,22.1,,,
12471130,EHB      ,7/21/77,55:34.5,17.246,122.48,29.6,,,
12471137,EHB      ,7/22/77,37:28.4,17.388,122.683,31.7,,,
12471159,EHB      ,7/27/77,25:20.7,17.075,122.368,65.3,,,
12471170,EHB      ,7/29/77,23:39.6,18.697,121.061,15,,,
12471191,EHB      ,8/2/77,10:12.6,17.286,122.512,63.1,,,
12471406,EHB      ,8/29/77,23:44.5,17.462,119.829,29.5,,,
12471616,EHB      ,10/4/77,01:34.5,17.318,119.597,63.1,,,
12471692,EHB      ,10/13/77,35:53.3,15.895,120.285,46.4,,,
12471702,EHB      ,10/14/77,47:39.5,16.445,119.436,16.8,,,
12471812,EHB      ,10/30/77,52:56.5,15.496,123.128,50.5,,,
12471980,EHB      ,11/26/77,17:30.2,18.094,120.24,66.1,,,
12472404,EHB      ,2/13/78,22:56.5,17.107,122.396,55.2,,,
12472551,EHB      ,3/16/78,49:59.5,17.568,122.69,25.4,,,
12472555,EHB      ,3/18/78,44:31.9,15.587,121.814,78.7,,,
12472570,EHB      ,3/21/78,42:37.7,17.132,122.326,71.5,HRVD     ,Mw    ,5.4
12472719,EHB      ,3/31/78,22:17.7,14.63,119.964,47.8,,,
12472811,EHB      ,4/15/78,36:40.0,17.786,120.118,44.2,,,
12472817,EHB      ,4/17/78,14:56.4,14.799,122.134,53.9,,,
12472826,EHB      ,4/19/78,37:06.9,17.142,122.174,62.5,,,
12473260,EHB      ,7/16/78,05:02.6,15.54,119.093,57.5,,,
12473356,EHB      ,8/4/78,05:30.9,15.685,119.601,28.6,,,
12473358,EHB      ,8/4/78,03:29.6,15.698,119.488,39.7,,,
12473442,EHB      ,8/20/78,39:26.9,16.373,120.461,20,HRVD     ,Mw    ,5.3
12473679,EHB      ,10/6/78,08:45.2,17.164,122.079,21,,,
12473704,EHB      ,10/12/78,18:30.8,16.854,122.445,23.7,,,
12474019,EHB      ,12/14/78,48:32.5,15.057,120.108,24,,,
12474313,EHB      ,2/13/79,35:08.1,15.511,119.137,29,,,
12474888,EHB      ,5/31/79,38:03.3,15.103,120.053,65.8,,,
12475231,EHB      ,8/8/79,26:04.2,16.089,119.537,46.7,HRVD     ,Mw    ,5.5
12475512,EHB      ,10/7/79,28:24.6,16.993,120.986,154.3,,,
12475532,EHB      ,10/11/79,04:54.9,18.087,122.479,43.1,,,
12475547,EHB      ,10/15/79,45:42.9,17.324,120.37,67.2,,,
12476202,EHB      ,2/17/80,43:07.3,18.432,120.82,45.5,,,
12476463,EHB      ,3/26/80,44:55.2,18.234,120.785,76.3,,,
12476494,EHB      ,3/31/80,41:47.7,16.123,121.904,28.9,HRVD     ,Mw    ,6.4
12476511,EHB      ,4/2/80,52:20.9,15.997,121.964,50.1,,,
12476784,EHB      ,5/31/80,12:15.2,14.262,119.301,44.9,,,
12476952,EHB      ,6/23/80,06:51.6,17.12,120.698,91.5,,,
12477036,EHB      ,7/4/80,23:34.6,14.924,122.801,57.3,,,
12477316,EHB      ,8/22/80,53:04.9,15.471,119.753,67.8,,,
12477324,EHB      ,8/23/80,39:25.8,17.161,122.398,52.1,,,
12477947,EHB      ,12/26/80,05:31.0,16.037,119.498,70.8,,,
12478129,EHB      ,1/31/81,17:16.9,14.347,119.156,13.8,HRVD     ,Mw    ,5.5
12478345,EHB      ,3/11/81,26:41.5,14.978,123.366,49.5,,,
12478520,EHB      ,4/10/81,43:04.6,14.916,123.405,42.2,HRVD     ,Mw    ,5.7
12478525,EHB      ,4/11/81,29:31.1,14.272,119.147,7.3,HRVD     ,Mw    ,5.9
12478547,EHB      ,4/14/81,40:44.0,15.667,120.716,49.9,,,
12478634,EHB      ,4/29/81,02:54.1,15.238,120.051,67.4,,,
12479087,EHB      ,7/22/81,31:40.4,14.696,120.166,75.1,,,
12479148,EHB      ,8/1/81,09:12.0,14.914,119.867,51,,,
12479151,EHB      ,8/1/81,35:35.0,17.141,122.539,57.1,,,
12479414,EHB      ,9/21/81,44:35.0,14.194,119.176,37.7,,,
12479624,EHB      ,11/7/81,29:26.5,15.037,119.928,55.9,,,
12479677,EHB      ,11/17/81,31:03.6,15.44,121.505,56.2,,,
12479700,EHB      ,11/22/81,05:22.5,18.735,120.834,27.5,HRVD     ,Mw    ,6.4
12479829,EHB      ,12/24/81,24:59.3,14.871,119.701,48.7,,,
12480075,EHB      ,1/30/82,40:48.9,18.649,121.029,45,,,
12480076,EHB      ,1/31/82,19:47.2,15.072,120.155,89.1,,,
12480087,EHB      ,2/2/82,29:57.1,15.005,123.508,27.5,,,
12480188,EHB      ,2/21/82,03:49.9,14.97,123.483,49.7,,,
12480676,EHB      ,5/15/82,58:28.6,15.033,120.088,44.1,,,
12480718,EHB      ,5/23/82,41:48.9,17.783,120.076,32.5,,,
12480745,EHB      ,5/26/82,05:52.1,17.262,120.137,43.6,,,
12480936,EHB      ,7/6/82,53:33.8,14.226,120.612,136.9,,,
